SIMULATION NAME,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline
PROJECTION,All exposed,Daily exposed,Daily cases,Daily recovered,Daily deaths,All cases,All recovered,All deaths,Active cases,All exposed,Daily exposed,Daily cases,Daily recovered,Daily deaths,All cases,All recovered,All deaths,Active cases
Date,,,,,,,,,,,,,,,,,,
2020-02-07,50.37074475594068,10.505275844542801,0.049167333237113274,0.0014256324780517861,0.0001415510750465812,0.16802509112066819,0.0026401537359513495,0.00020494275882879944,0.16517999462588803,50.37074475594068,10.505275844542801,0.049167333237113274,0.0014256324780517861,0.0001415510750465812,0.16802509112066819,0.0026401537359513495,0.00020494275882879944,0.16517999462588803
2020-02-08,63.616974586471024,13.246229830530346,0.06253213100888964,0.0025554802542303067,0.0003512704272185858,0.23055722212955782,0.005195633990181656,0.0005562131860473852,0.22480537495332878,63.616974586471024,13.246229830530346,0.06253213100888964,0.0025554802542303067,0.0003512704272185858,0.23055722212955782,0.005195633990181656,0.0005562131860473852,0.22480537495332878
2020-02-09,80.26802929062899,16.651054704157964,0.07896032695305474,0.004219173675903048,0.0007500518484708607,0.30951754908261253,0.009414807666084704,0.001306265034518246,0.29879647638200957,80.26802929062899,16.651054704157964,0.07896032695305474,0.004219173675903048,0.0007500518484708607,0.30951754908261253,0.009414807666084704,0.001306265034518246,0.29879647638200957
2020-02-10,101.23162194976265,20.963592659133667,0.09939913688212207,0.006515232520112005,0.001415018157503793,0.4089166859647346,0.01593004018619671,0.002721283192022039,0.3902653625865159,101.23162194976265,20.963592659133667,0.09939913688212207,0.006515232520112005,0.001415018157503793,0.4089166859647346,0.01593004018619671,0.002721283192022039,0.3902653625865159
2020-02-11,127.6773702276673,26.44574827790464,0.12501755753579882,0.009533543492893442,0.002412204255352744,0.5339342435005334,0.02546358367909015,0.005133487447374783,0.5033371723740685,127.6773702276673,26.44574827790464,0.12501755753579882,0.009533543492893442,0.002412204255352744,0.5339342435005334,0.02546358367909015,0.005133487447374783,0.5033371723740685
2020-02-12,161.0449274275134,33.36755719984609,0.15725281656225734,0.013368428716490365,0.003788554220498417,0.6911870600627907,0.03883201239558051,0.0089220416678732,0.643433005999337,161.0449274275134,33.36755719984609,0.15725281656225734,0.013368428716490365,0.003788554220498417,0.6911870600627907,0.03883201239558051,0.0089220416678732,0.643433005999337
2020-02-13,203.15520532861302,42.110277901099636,0.19787597859047965,0.018138500803239258,0.005575611673588492,0.8890630386532704,0.05697051319881977,0.014497653341461691,0.817594872112989,203.15520532861302,42.110277901099636,0.19787597859047965,0.018138500803239258,0.005575611673588492,0.8890630386532704,0.05697051319881977,0.014497653341461691,0.817594872112989
2020-02-14,256.0610527290364,52.9058474004234,0.24908521313291582,0.024009314430675402,0.007803570416095925,1.1381482517861863,0.08097982762949517,0.022301223757557616,1.0348672003991335,256.0610527290364,52.9058474004234,0.24908521313291582,0.024009314430675402,0.007803570416095925,1.1381482517861863,0.08097982762949517,0.022301223757557616,1.0348672003991335
2020-02-15,322.6095680460355,66.5485153169991,0.31363701019594253,0.031215756599447517,0.010520146429021096,1.4517852619821288,0.11219558422894269,0.03282137018657871,1.3067683075666074,322.6095680460355,66.5485153169991,0.31363701019594253,0.031215756599447517,0.010520146429021096,1.4517852619821288,0.11219558422894269,0.03282137018657871,1.3067683075666074
2020-02-16,406.59501245523427,83.98544440919875,0.395013785228223,0.04008299643181335,0.013808426043460971,1.8467990472103517,0.15227858066075603,0.04662979623003968,1.647890670319556,406.59501245523427,83.98544440919875,0.395013785228223,0.04008299643181335,0.013808426043460971,1.8467990472103517,0.15227858066075603,0.04662979623003968,1.647890670319556
2020-02-17,512.8640738226172,106.26906136738296,0.4976117367869827,0.051046719322100295,0.01780043705546283,2.3444107839973345,0.2033252999828563,0.06443023328550251,2.0766552507289755,512.8640738226172,106.26906136738296,0.4976117367869827,0.051046719322100295,0.01780043705546283,2.3444107839973345,0.2033252999828563,0.06443023328550251,2.0766552507289755
